letter,unit-0,unit-1,unit-2,unit-3,unit-4,unit-5,unit-6,unit-7,unit-8,unit-9,unit-10,unit-11,unit-12,unit-13,unit-14,unit-15,unit-16,unit-17,unit-18,unit-19,unit-20,unit-21,unit-22,unit-23,unit-24,unit-25,unit-26,unit-27
HAVE A GREAT DAY!,0.334482366,0.418711247,0.456322407,0.429270538,0.318658361,0.334126192,0.276224995,0.319330243,0.277429345,0.207154377,0.22941027,0.78674967,1.082450632,0.241052496,1.863827289,0.220085887,1.082450632,0.257669553,2.001380739,0.231888221,1.214631069,0.228161203,1.872648077,0.348977223,1.09261101,0.193729085,1.58098821,0.828272561
HAVE A GREAT DAY!,0.343388424,0.411053187,0.441871218,0.42916502,0.319816641,0.335509001,0.28505144,0.32708775,0.279744275,0.210623984,0.249694302,0.801341969,1.07629198,0.250431953,1.87106901,0.206979886,1.07629198,0.267008466,1.996907916,0.23366633,1.195661205,0.237774634,1.866664471,0.367581882,1.070815178,0.197400679,1.558186633,0.79091568
HAVE A GREAT DAY!,0.358702459,0.425907312,0.444994159,0.425053362,0.330497826,0.334595063,0.288137088,0.330497826,0.290491829,0.215655751,0.236642424,0.776066977,1.12480759,0.253775202,1.896710607,0.191565257,1.12480759,0.270326791,2.004106058,0.245034251,1.228040836,0.242706303,1.876609734,0.364729383,1.108456827,0.202626051,1.574460648,0.837240666
HAVE A GREAT DAY!,0.341424982,0.408943244,0.455370078,0.435696477,0.328372033,0.328372033,0.292864079,0.329190237,0.295834302,0.221369968,0.247748108,0.763361375,1.149063152,0.258725077,1.901917027,0.21964168,1.149063152,0.275265621,2.022869604,0.252675781,1.260269864,0.247838576,1.895068356,0.386336303,1.135403435,0.201322742,1.574617646,0.840594857
HAVE A GREAT DAY!,0.342029146,0.431307715,0.469492992,0.444137506,0.334706947,0.34401543,0.287378866,0.341545883,0.296223355,0.218578031,0.247212648,0.804506858,1.098975261,0.249540189,1.899419958,0.24189381,1.098975261,0.27111268,2.038051126,0.24061009,1.233940065,0.257360571,1.90687301,0.394086444,1.113477222,0.20603281,1.570309231,0.813693354
HAVE A GREAT DAY!,0.360433344,0.419290923,0.468687841,0.443929241,0.337566615,0.35172051,0.291673055,0.338778293,0.294668065,0.218643267,0.24040616,0.81328002,1.075673357,0.243951215,1.884478319,0.256809695,1.075673357,0.27663483,2.037281785,0.236147949,1.224466036,0.249956094,1.897366596,0.377410949,1.094785868,0.206527622,1.575668654,0.808081136
HAVE A GREAT DAY!,0.343356551,0.4214277,0.469414853,0.445734155,0.341622963,0.35142155,0.292717507,0.337029872,0.287343739,0.213295634,0.240293225,0.804931365,1.083719098,0.243819247,1.884416142,0.259021577,1.083719098,0.276551314,2.041038439,0.234034514,1.236610041,0.250055657,1.900143741,0.376108524,1.10561805,0.207474977,1.58295667,0.823278111
HAVE A GREAT DAY!,0.340624974,0.408418999,0.454924876,0.431611933,0.330814406,0.337334828,0.288312705,0.331445932,0.283927465,0.206627268,0.24312662,0.792495824,1.075645112,0.243413157,1.864399726,0.250609184,1.075645112,0.273867642,2.020087676,0.232651211,1.228084051,0.248233688,1.887336271,0.375240989,1.105510071,0.20150348,1.565632751,0.81705131
HAVE A GREAT DAY!,0.34360612,0.40518094,0.454565468,0.432731162,0.331066431,0.335969989,0.285956801,0.337650783,0.292104773,0.213106822,0.243483442,0.786411197,1.072433318,0.243483442,1.855187923,0.253916362,1.072433318,0.271282441,2.025633007,0.234870542,1.239587402,0.252923527,1.899912599,0.374105214,1.123925802,0.202201993,1.578540915,0.834322389
HAVE A GREAT DAY!,0.348656806,0.398639188,0.472123265,0.440981584,0.328811846,0.339791372,0.29226591,0.356750884,0.292121522,0.212202957,0.241931159,0.76989102,1.095293618,0.255005578,1.860955303,0.287462807,1.095293618,0.294757402,2.074612356,0.267546737,1.304910005,0.261216836,1.909303731,0.399836835,1.149166122,0.201599611,1.560196381,0.831470232
HAVE A GREAT DAY!,0.340619262,0.418644148,0.486676363,0.455320846,0.333188788,0.335906011,0.296639642,0.370813696,0.301873763,0.211548437,0.239456571,0.778896236,1.120732626,0.264435546,1.897107124,0.300713331,1.120732626,0.309649395,2.132295173,0.281098841,1.354002958,0.26528039,1.951871115,0.410514361,1.185072553,0.211614535,1.594219602,0.861865181
HAVE A GREAT DAY!,0.34524756,0.425324284,0.487428516,0.451466497,0.331728022,0.345092043,0.301774237,0.353657758,0.295709836,0.207293601,0.243273346,0.78338605,1.127875275,0.262637534,1.907244397,0.296932625,1.127875275,0.304077891,2.109069037,0.260328024,1.326274775,0.259863659,1.937846019,0.396621353,1.165144108,0.212472744,1.599240923,0.860576914
HAVE A GREAT DAY!,0.344877883,0.422121682,0.493301845,0.457768744,0.33912662,0.342265134,0.304332083,0.371238661,0.298728251,0.21073222,0.241553916,0.771016312,1.14389978,0.260486073,1.909457815,0.303332774,1.14389978,0.30158696,2.132690404,0.283491649,1.361732014,0.258195481,1.944539405,0.398837947,1.181782548,0.210920066,1.599227887,0.865628991
HAVE A GREAT DAY!,0.322349166,0.542316652,0.535550622,0.535550622,0.475109764,0.345837053,0.395570574,0.454781417,0.39074772,0.305625972,0.374586509,0.854154512,1.28763077,0.357777399,2.137744916,0.417876501,1.28763077,0.423493279,2.314708689,0.27677506,1.500699953,0.366716167,2.194256319,0.400262458,1.425308826,0.29945497,1.945179243,1.269009482
HAVE A GREAT DAY!,0.339960093,0.54428629,0.567528247,0.552539339,0.457095583,0.352575165,0.39840744,0.453512277,0.378977598,0.297525893,0.383052372,0.814646722,1.359627492,0.383670143,2.170620678,0.376259879,1.359627492,0.421764596,2.351029703,0.329983342,1.566466795,0.348294997,2.180744011,0.400581126,1.441160407,0.290997859,1.89849519,1.238068682
HAVE A GREAT DAY!,0.345041112,0.557056118,0.593330068,0.571394072,0.45220755,0.34335729,0.395336251,0.45513518,0.397650671,0.29891537,0.324482014,0.765975316,1.414537964,0.355791766,2.179008989,0.397529196,1.414537964,0.419058177,2.390686671,0.312733854,1.646595721,0.354704131,2.216423517,0.454285452,1.505523919,0.292628587,1.865936599,1.224103889
HAVE A GREAT DAY!,0.333874208,0.396393672,0.457673748,0.429349,0.318220607,0.329502794,0.288551213,0.334568334,0.280396094,0.202295148,0.23084298,0.761989959,1.090552697,0.252857466,1.850489861,0.26280014,1.090552697,0.289073333,2.037543458,0.252398309,1.276467838,0.246821812,1.87598329,0.377569686,1.126125724,0.202352479,1.553895838,0.838315156
HAVE A GREAT DAY!,0.336944039,0.544910981,0.57410829,0.552075932,0.465880998,0.338313426,0.394988123,0.440955316,0.380952534,0.293863399,0.361580944,0.794579913,1.351297271,0.363352541,2.141182018,0.367779121,1.351297271,0.404497982,2.309015472,0.286427095,1.546996573,0.344109851,2.16423437,0.417497203,1.441431672,0.273865968,1.858804071,1.214488378
HAVE A GREAT DAY!,0.350888073,0.541243868,0.582712568,0.561429024,0.438995833,0.348218694,0.401011466,0.436030842,0.387445211,0.269864006,0.334075944,0.770058726,1.395095121,0.356805224,2.162324816,0.334960374,1.395095121,0.394142363,2.334333401,0.299597667,1.586312069,0.331202413,2.173295533,0.453580305,1.458654894,0.264497703,1.791765416,1.139776148
HAVE A GREAT DAY!,0.342785987,0.394542655,0.461927595,0.428137305,0.314586226,0.333867957,0.280084745,0.341268681,0.276223118,0.19658186,0.243974429,0.821942554,1.015235505,0.242386296,1.836178458,0.282145482,1.015235505,0.289159001,2.058604555,0.260760136,1.238556443,0.236641967,1.87397095,0.374163803,1.067582801,0.19658186,1.55416654,0.788809958
HAVE A GREAT DAY!,0.340553946,0.377631179,0.438693763,0.415196578,0.304029047,0.318048944,0.259358158,0.309585828,0.265282562,0.192706596,0.239697728,0.80156879,0.980889958,0.22237938,1.781770956,0.233173783,0.980889958,0.248627705,1.955740559,0.2158693,1.15603895,0.226820177,1.825146761,0.375073445,1.038159029,0.18326739,1.505618228,0.760312903
HAVE A GREAT DAY!,0.335157704,0.378454045,0.430205842,0.411477101,0.305063909,0.315043942,0.248489129,0.287120381,0.252035154,0.179065507,0.235360735,0.789187203,0.978051996,0.206446775,1.765370876,0.228973299,0.978051996,0.235162202,1.913990137,0.203942918,1.126078289,0.213126018,1.797618956,0.365265606,1.020950551,0.173971925,1.492695902,0.756414265
HAVE A GREAT DAY!,0.330336462,0.380114415,0.438274001,0.413885528,0.305498175,0.315675778,0.247161975,0.291873926,0.256680908,0.187280861,0.237873211,0.824795589,0.951556484,0.213680451,1.775201939,0.236750439,0.951556484,0.233868152,1.924867731,0.208865145,1.102720122,0.212144594,1.810765907,0.356572135,1.003819853,0.172257111,1.513495791,0.753009657
HAVE A GREAT DAY!,0.384797053,0.476229256,0.524668868,0.504209078,0.393607538,0.371381832,0.355258365,0.394875977,0.345677973,0.249302499,0.315043289,0.753774772,1.311526924,0.328076857,2.060440732,0.300893242,1.311526924,0.354385905,2.216568987,0.285293848,1.46330389,0.318127229,2.070080004,0.451273908,1.328556237,0.249302499,1.685081862,0.979598529
HAVE A GREAT DAY!,0.329195086,0.383493428,0.43810256,0.418247134,0.316305623,0.310057097,0.244638737,0.281166244,0.249931952,0.183350985,0.249672552,0.796560867,0.971990513,0.200049241,1.767623073,0.223661851,0.971990513,0.221799909,1.904323568,0.203644765,1.11028426,0.193730295,1.7868015,0.346083779,1.006446137,0.158152811,1.498701303,0.760487785
HAVE A GREAT DAY!,0.33514286,0.374701109,0.424875521,0.404426983,0.312431297,0.309697076,0.23476281,0.282103403,0.250875156,0.1841631,0.249462942,0.805124641,0.949499474,0.199772193,1.752538498,0.220922289,0.949499474,0.217038294,1.888364822,0.197466419,1.084528097,0.194461683,1.77326913,0.340948978,0.980616601,0.15891459,1.492093332,0.739011055
HAVE A GREAT DAY!,0.342160526,0.369181936,0.414793553,0.389148097,0.296059127,0.308492764,0.232696478,0.270222379,0.238845096,0.170982161,0.245769576,0.817164848,0.923372866,0.197297173,1.739690631,0.209120883,0.923372866,0.214695039,1.866475701,0.204184415,1.051850399,0.191987136,1.748863485,0.34294422,0.949121812,0.150346356,1.462598588,0.709229661
HAVE A GREAT DAY!,0.343086393,0.388040261,0.430153562,0.403559923,0.312022312,0.315431486,0.237358905,0.280403908,0.247552627,0.172047984,0.261852637,0.818659224,0.953718877,0.206067977,1.769946574,0.205435757,0.953718877,0.217465946,1.898665713,0.208785474,1.080689773,0.194224882,1.783547856,0.351122878,0.976719232,0.150637964,1.486910766,0.718944741
HAVE A GREAT DAY!,0.344192564,0.362391811,0.410073323,0.388505867,0.291716191,0.308770513,0.229665891,0.280945769,0.24296215,0.178078237,0.2424227,0.836305263,0.897388793,0.191538085,1.733091915,0.228968106,0.897388793,0.21146307,1.873408398,0.200662234,1.04113577,0.194252934,1.754862242,0.337707443,0.939363765,0.162174218,1.469362034,0.702152101
HAVE A GREAT DAY!,0.343038586,0.369149967,0.417720679,0.396208445,0.29167053,0.307147558,0.228530994,0.281076099,0.24200421,0.181399174,0.248952523,0.840359312,0.898837824,0.196113175,1.738227247,0.225472251,0.898837824,0.215406592,1.875659381,0.201203924,1.038460399,0.197875509,1.759897081,0.344005265,0.938646155,0.15971673,1.468769219,0.695538342
HAVE A GREAT DAY!,0.34778964,0.370137481,0.419877741,0.391891045,0.291143181,0.317947321,0.232833807,0.269629236,0.240773592,0.16793617,0.24116372,0.829732338,0.909270932,0.195525274,1.738569733,0.210125367,0.909270932,0.209003893,1.861534543,0.191067117,1.035606379,0.196245149,1.758623063,0.358001332,0.94883523,0.156840355,1.455123812,0.696119675
HAVE A GREAT DAY!,0.358228028,0.511824907,0.528318493,0.519875245,0.412629934,0.359461174,0.358228028,0.414605039,0.35488672,0.264159247,0.300339065,0.800469601,1.303571553,0.32848725,2.103991907,0.318383999,1.303571553,0.350058105,2.244803987,0.228209964,1.453666362,0.321786998,2.099392233,0.454401849,1.325427009,0.248077913,1.734662617,1.018449189
HAVE A GREAT DAY!,0.357434712,0.362856965,0.402882409,0.379705607,0.281961347,0.311359958,0.227956983,0.265205509,0.235947875,0.178439341,0.234752482,0.8177725,0.910829167,0.19535194,1.728176835,0.21169588,0.910829167,0.221326763,1.855395279,0.194673043,1.041313861,0.201687515,1.744143023,0.347575781,0.945823346,0.150022891,1.440911332,0.686961471
HAVE A GREAT DAY!,0.352793877,0.369572308,0.410338497,0.386777154,0.287179566,0.304021684,0.233282234,0.264721086,0.240528745,0.175885253,0.229797448,0.810446812,0.924850063,0.193277581,1.735249299,0.195133937,0.924850063,0.212970005,1.848781062,0.182024853,1.043023008,0.199312122,1.746786135,0.340663327,0.95656754,0.164173048,1.455161009,0.710195524
HAVE A GREAT DAY!,0.34690994,0.371716245,0.418979833,0.388940023,0.293227293,0.307992986,0.231178687,0.270295858,0.245375323,0.179887963,0.242292412,0.81798582,0.91672524,0.193130893,1.733713694,0.207343007,0.91672524,0.212459146,1.862871233,0.189198587,1.047039409,0.197800766,1.754249463,0.340189372,0.95116285,0.155672616,1.456177838,0.690743287
HAVE A GREAT DAY!,0.348454592,0.372192603,0.408582161,0.384237592,0.29881382,0.308187518,0.229637449,0.275502853,0.250102248,0.183353335,0.233412124,0.824503863,0.919399613,0.202714931,1.743819773,0.215777801,0.919399613,0.222564919,1.874393419,0.174413963,1.055154343,0.201334337,1.769162734,0.335624948,0.964447982,0.158671502,1.475736575,0.712137768
HAVE A GREAT DAY!,0.356446891,0.372446982,0.421917887,0.390852251,0.297792192,0.310758058,0.234852487,0.274101855,0.242274101,0.18002305,0.241319009,0.812606117,0.929214005,0.202082991,1.741602162,0.210753586,0.929214005,0.226424898,1.882432218,0.191119577,1.073292691,0.205107787,1.769022539,0.335819475,0.974048384,0.161423367,1.477543173,0.721907246
HAVE A GREAT DAY!,0.343883643,0.363397463,0.407062032,0.381966861,0.288108638,0.305352708,0.230921997,0.276653237,0.244288586,0.175440832,0.233790703,0.815591671,0.920307113,0.206542913,1.73575941,0.217003807,0.920307113,0.228532496,1.869035893,0.177992429,1.058254582,0.206732663,1.753570028,0.338945334,0.956430065,0.169530498,1.457051926,0.70064498
HAVE A GREAT DAY!,0.352364003,0.370552533,0.414916264,0.389251057,0.287113841,0.305322885,0.241526457,0.269185472,0.236071381,0.17876251,0.226298636,0.824714915,0.925914316,0.207825727,1.750577817,0.176008623,0.925914316,0.219263612,1.859473847,0.191409227,1.040068419,0.204568223,1.742571685,0.345362696,0.939899653,0.1600173,1.442810316,0.68768351
HAVE A GREAT DAY!,0.363415351,0.369602564,0.414939589,0.388816059,0.291684039,0.313473529,0.232658757,0.273402792,0.246335423,0.175087191,0.250393383,0.794407869,0.941870734,0.204924056,1.734836762,0.197089646,0.941870734,0.223733528,1.863096674,0.185340187,1.06973498,0.207773187,1.750104232,0.353575661,0.966146841,0.168611534,1.445274034,0.696892455
HAVE A GREAT DAY!,0.417840174,0.461177506,0.471629532,0.481646254,0.431100712,0.376327349,0.354458415,0.392153414,0.351039122,0.280895714,0.318460716,0.824296835,1.250590372,0.336268778,2.070231358,0.269947486,1.250590372,0.341459562,2.146625446,0.260086504,1.323416905,0.310793537,2.031513708,0.375391376,1.22312295,0.262395009,1.754049921,0.99096329
HAVE A GREAT DAY!,0.360569054,0.477848582,0.48740177,0.468197981,0.391874002,0.339305578,0.339305578,0.37703161,0.345174506,0.239067546,0.285054866,0.794852425,1.229970543,0.301703977,2.024816365,0.299120718,1.229970543,0.328366168,2.131828078,0.21215678,1.348922832,0.296360959,2.009313656,0.423128475,1.246157245,0.230116337,1.64945924,0.940093684
HAVE A GREAT DAY!,0.342888387,0.377429361,0.419078621,0.398185954,0.300339678,0.293687448,0.254244868,0.287730021,0.244562289,0.181600736,0.245259475,0.797137282,0.969558111,0.214258997,1.766465961,0.193185699,0.969558111,0.233123927,1.901991705,0.202554667,1.110756006,0.202675056,1.761016923,0.349860237,0.985230971,0.161253021,1.460926345,0.730955559
HAVE A GREAT DAY!,0.356456648,0.363751325,0.404587691,0.383857269,0.293265694,0.321816245,0.230056538,0.272813494,0.244211082,0.181339945,0.252052913,0.797061295,0.933348158,0.20512953,1.728466218,0.193914319,0.933348158,0.231846888,1.871394151,0.199478817,1.074656416,0.20935461,1.752016746,0.352476834,0.963734083,0.16753596,1.455088881,0.702499724
HAVE A GREAT DAY!,0.355993792,0.369008721,0.410903393,0.389907303,0.297887901,0.317226107,0.240561646,0.284795034,0.248060131,0.184334263,0.247452388,0.796625084,0.9469199,0.199502493,1.742523537,0.211352182,0.9469199,0.235501063,1.893481989,0.205939706,1.098195304,0.205573807,1.758393985,0.35507619,0.973860326,0.170176521,1.46518179,0.722484282
HAVE A GREAT DAY!,0.357546637,0.365489936,0.415397705,0.386758416,0.293686886,0.317191149,0.251858382,0.294384481,0.257894183,0.193346058,0.257097597,0.784509794,0.970198465,0.210610303,1.75421723,0.214828954,0.970198465,0.238041511,1.914242646,0.2027957,1.131523132,0.207791417,1.776843107,0.349202612,1.004630069,0.17916729,1.484687582,0.750365277
HAVE A GREAT DAY!,0.3583669,0.35687355,0.406510768,0.392312061,0.292489442,0.303414608,0.242165266,0.286071913,0.249611875,0.192689757,0.242165266,0.781311128,0.960276057,0.207680215,1.740911135,0.212761088,0.960276057,0.237070949,1.892191208,0.187200416,1.112647215,0.213953036,1.769382839,0.360912553,0.99959302,0.171755714,1.472671209,0.743689865
HAVE A GREAT DAY!,0.363202124,0.361688625,0.404767575,0.383151781,0.289210033,0.313814759,0.243830944,0.289480871,0.260207727,0.187927803,0.250906095,0.783962332,0.967255552,0.212581635,1.750069968,0.21110193,0.967255552,0.240269601,1.903653421,0.205458148,1.12071182,0.209736364,1.771801955,0.352471181,0.99874536,0.181277128,1.477147729,0.741248155
HAVE A GREAT DAY!,0.36040376,0.365464107,0.408650147,0.386971754,0.292211015,0.311692128,0.247747371,0.299942324,0.262763107,0.196996343,0.247747371,0.768317264,0.990774587,0.212467411,1.757466296,0.223338809,0.990774587,0.242535625,1.920567967,0.207395859,1.153001199,0.219006395,1.789360208,0.372104204,1.030826436,0.182549886,1.48140816,0.760832515
HAVE A GREAT DAY!,0.356162607,0.379546634,0.429924563,0.400843374,0.30613473,0.309584244,0.256286126,0.299559846,0.262428039,0.189598362,0.24222635,0.801752978,0.969809219,0.212196479,1.77154569,0.223054014,0.969809219,0.243210792,1.933339253,0.211820799,1.136843109,0.211444451,1.793766086,0.355266975,1.013502009,0.175490755,1.488089673,0.752842011
HAVE A GREAT DAY!,0.348517308,0.37913726,0.428445998,0.399433362,0.297651239,0.312415382,0.262280672,0.313425348,0.268630291,0.195955954,0.236402678,0.773439792,1.015471571,0.229506346,1.788883827,0.229506346,1.015471571,0.263782578,1.967901494,0.21047121,1.197596575,0.232357466,1.816162477,0.383007518,1.057224914,0.188698326,1.49503612,0.779139399
HAVE A GREAT DAY!,0.358570653,0.390951071,0.454395663,0.418680819,0.317277814,0.330121728,0.276303122,0.332865278,0.281243323,0.209060937,0.246585665,0.780704843,1.038145749,0.237131105,1.818411651,0.248579793,1.038145749,0.283452074,2.026549178,0.235371295,1.247156625,0.238006131,1.847881445,0.380441158,1.077618589,0.201851939,1.530108728,0.797107858
HAVE A GREAT DAY!,0.351490495,0.375597734,0.431297436,0.403789787,0.297135723,0.31760653,0.262228993,0.311654599,0.261466144,0.197866271,0.232448832,0.788240665,0.997474964,0.221334055,1.785529293,0.23330658,0.997474964,0.26298963,1.965799974,0.224915021,1.180152131,0.23330658,1.811394094,0.382514187,1.038605615,0.184275753,1.48475398,0.755338884
HAVE A GREAT DAY!,0.362999935,0.371238904,0.426120512,0.405350112,0.293438173,0.321597146,0.260967824,0.315006656,0.265508347,0.195694709,0.254244868,0.769864904,1.010555086,0.227510763,1.778685832,0.226651418,1.010555086,0.260780818,1.957208831,0.222304871,1.187718069,0.230599045,1.803986219,0.393626658,1.042210887,0.188585379,1.476851664,0.753208896
HAVE A GREAT DAY!,0.356041217,0.383726223,0.445855024,0.42495557,0.313491814,0.324969899,0.273739417,0.321667579,0.271782204,0.202148134,0.25118018,0.797867821,1.017893777,0.24462184,1.815594771,0.212677549,1.017893777,0.266189008,1.987512581,0.216969934,1.191350368,0.236962908,1.84047091,0.380104585,1.055163751,0.195185935,1.516407074,0.770292885
HAVE A GREAT DAY!,0.34748675,0.408851762,0.448740842,0.414968185,0.306261698,0.323011097,0.280334226,0.320208189,0.27230389,0.197174006,0.243726766,0.80039053,1.041506398,0.234445872,1.841854469,0.193266839,1.041506398,0.253032642,1.980827576,0.236800199,1.183063575,0.23126949,1.831093418,0.386174724,1.048473813,0.183701665,1.50455423,0.769290863
HAVE A GREAT DAY!,0.34635118,0.394602957,0.440045541,0.41340137,0.306630117,0.327162035,0.274776028,0.320510452,0.27331746,0.200039968,0.235524234,0.795846609,1.039908061,0.2444989,1.835527093,0.194638566,1.039908061,0.261271064,1.980417993,0.226977796,1.186244966,0.240007254,1.835781136,0.402349204,1.053970827,0.193379497,1.500429263,0.766046438
HAVE A GREAT DAY!,0.345425709,0.408946355,0.454173489,0.415150035,0.303068375,0.321722003,0.277782351,0.317041915,0.270192097,0.190997963,0.241398091,0.795224253,1.049137207,0.239596588,1.844303593,0.195703603,1.049137207,0.258053422,1.977134138,0.252880807,1.184818691,0.230753677,1.819374951,0.397666605,1.044418797,0.184419788,1.47830666,0.753858696
HAVE A GREAT DAY!,0.331948697,0.418567188,0.46380602,0.430959618,0.311919066,0.334318848,0.278012359,0.318528992,0.278485303,0.19880328,0.234068175,0.796535905,1.076227875,0.247459345,1.871666738,0.196918846,1.076227875,0.265667955,2.007891174,0.250367103,1.212099229,0.238799177,1.859192073,0.396944066,1.075799826,0.19880328,1.527510873,0.787898113
HAVE A GREAT DAY!,0.349524308,0.407526185,0.444939108,0.413150297,0.30334874,0.324027731,0.278403341,0.310126805,0.271522521,0.200004158,0.245547485,0.784083208,1.055115512,0.234725043,1.838798545,0.182615936,1.055115512,0.252806609,1.963024666,0.24681429,1.180337758,0.232500111,1.827809442,0.386957305,1.060128339,0.181015014,1.492688043,0.767141968
HAVE A GREAT DAY!,0.336819375,0.406122181,0.450386017,0.418618073,0.315500526,0.32122082,0.277757312,0.315828319,0.276936537,0.205970242,0.250573615,0.818664965,1.034502668,0.240372764,1.851442209,0.18219218,1.034502668,0.251644975,1.976832834,0.246241563,1.158463993,0.2319606,1.844016631,0.379790361,1.037558812,0.186680344,1.526689559,0.762436044
HAVE A GREAT DAY!,0.366371653,0.396640053,0.439870418,0.415120833,0.30813423,0.336372512,0.269886145,0.30813423,0.270470631,0.194779882,0.260355977,0.79997039,1.024010986,0.225584296,1.820714688,0.204373809,1.024010986,0.246331153,1.950725416,0.237103191,1.150927808,0.2328186,1.824570211,0.390622409,1.035207305,0.18849666,1.493769135,0.744767244
HAVE A GREAT DAY!,0.355633373,0.390745432,0.427144129,0.402530311,0.303554927,0.324834175,0.265875262,0.303365541,0.272634374,0.204358636,0.248597599,0.79577428,1.020742724,0.23127168,1.815746366,0.171202643,1.020742724,0.248289165,1.934809187,0.238851017,1.139755301,0.229358593,1.809510846,0.376513548,1.027812467,0.192284113,1.49594599,0.758502255
HAVE A GREAT DAY!,0.384632714,0.386240127,0.428939606,0.404846354,0.313053355,0.315145382,0.260913777,0.301256506,0.276834117,0.202585422,0.24241265,0.828487966,0.992707716,0.227386711,1.821084499,0.196182399,0.992707716,0.247015833,1.931404779,0.239686638,1.109944399,0.234139419,1.806583202,0.375444065,1.010607602,0.202307209,1.494985108,0.763238031
HAVE A GREAT DAY!,0.377084058,0.382955572,0.432312965,0.408030234,0.309781543,0.309535196,0.264051304,0.303625712,0.279625743,0.204178638,0.237591598,0.784412177,1.043489455,0.236707009,1.827815862,0.193927178,1.043489455,0.249799676,1.933855498,0.23638452,1.155702066,0.235980789,1.80894827,0.381308658,1.053113109,0.203898236,1.488596776,0.789090501
HAVE A GREAT DAY!,0.354628136,0.390059535,0.427037792,0.40266793,0.309971629,0.302278205,0.250301392,0.298068175,0.267245889,0.198122385,0.208022752,0.858034578,0.960802649,0.222176476,1.814524177,0.195691344,0.960802649,0.243319189,1.913186909,0.242056824,1.075732957,0.242609917,1.787905773,0.398989648,0.990205935,0.191937199,1.449199775,0.743240773
HAVE A GREAT DAY!,0.374268124,0.377631254,0.421091448,0.39619841,0.303302386,0.307380479,0.251356473,0.297370339,0.272634374,0.204358636,0.23570226,0.82436554,0.966607212,0.223692454,1.790192524,0.202096294,0.966607212,0.248289165,1.929852197,0.244165637,1.114240803,0.235945964,1.802775638,0.387545573,1.015134515,0.191885183,1.47553484,0.755871018
HAVE A GREAT DAY!,0.360180419,0.381626025,0.418684118,0.393885311,0.301819539,0.308276303,0.258340659,0.295670308,0.265284983,0.196942656,0.23354526,0.809492563,0.993158675,0.228379323,1.80254188,0.165370641,0.993158675,0.240732944,1.906541422,0.242769771,1.101716743,0.234597089,1.780170989,0.374361064,0.998180231,0.196942656,1.46709938,0.744282399
HAVE A GREAT DAY!,0.369555569,0.384225329,0.427594898,0.402955105,0.303875271,0.307642464,0.264926813,0.303875271,0.272922087,0.198380852,0.258768292,0.79395876,1.017659393,0.229934844,1.811388643,0.188862475,1.017659393,0.254353531,1.938980857,0.252915425,1.147150015,0.235788218,1.804433439,0.388201894,1.03091026,0.198284058,1.484248907,0.765070636
HAVE A GREAT DAY!,0.33941062,0.385447933,0.42812123,0.409887045,0.29837325,0.320273256,0.27134983,0.29785681,0.267060574,0.198528128,0.243304553,0.790347254,1.039351217,0.234852487,1.827655772,0.171145071,1.039351217,0.254666618,1.939622094,0.24472417,1.149416273,0.229548148,1.813650136,0.371878163,1.034432787,0.192723966,1.505477982,0.766087736
A CUP OF COFFEE?,0.358693817,0.335238111,0.387031083,0.395171429,0.323395311,0.290804087,0.215319816,0.231356753,0.251151439,0.215781381,0.228675017,1.244695846,0.797984767,0.183053098,1.627586228,0.062130794,0.797984767,0.197182478,1.615080357,0.113726774,0.835479567,0.19596779,1.548188598,0.217526397,0.865726659,0.193515542,1.394090863,0.912304023
A CUP OF COFFEE?,0.361167274,0.348835927,0.421578539,0.426100256,0.335631911,0.277819691,0.216804604,0.25415649,0.266856566,0.233557536,0.199454572,1.197030823,0.70552161,0.197319131,1.546860656,0.044914911,0.70552161,0.215778636,1.543466123,0.115911801,0.736850979,0.218565389,1.473209071,0.201867417,0.765453397,0.196909755,1.37603923,0.861055271
A CUP OF COFFEE?,0.358787422,0.339567552,0.409080602,0.414796956,0.331022867,0.278056724,0.210124431,0.245045089,0.258755626,0.224132726,0.200568266,1.213348054,0.701758276,0.18210784,1.552483199,0.048928872,0.701758276,0.205497444,1.546315314,0.115515363,0.73468134,0.202030509,1.485473882,0.202030509,0.775330992,0.188358188,1.378589933,0.863279316
A CUP OF COFFEE?,0.364374381,0.336566292,0.394934472,0.406658431,0.331063159,0.271644,0.211166774,0.243807952,0.257689118,0.222492777,0.205128205,1.219436259,0.716141876,0.181309431,1.561380318,0.051282051,0.716141876,0.196657689,1.534749166,0.112628384,0.732797323,0.197540667,1.467822747,0.193185528,0.766334417,0.187496374,1.359301591,0.848367688
A CUP OF COFFEE?,0.353553391,0.32076532,0.380897076,0.386958961,0.32076532,0.281098766,0.199567851,0.229652434,0.249924914,0.219626355,0.203663887,1.220600207,0.719995412,0.166666667,1.55098535,0.050522792,0.719995412,0.192287479,1.525853279,0.110960859,0.738322504,0.194712385,1.462237374,0.178098903,0.775226403,0.191505024,1.36621889,0.855230331
A CUP OF COFFEE?,0.362755849,0.320976241,0.378376238,0.379170104,0.318094307,0.277245831,0.203797807,0.226093368,0.246836782,0.217708764,0.206818555,1.221556677,0.733267268,0.171004747,1.565472694,0.052381725,0.733267268,0.189262607,1.545744259,0.111876916,0.757943587,0.192022833,1.488930527,0.184026668,0.800981356,0.188864996,1.388112335,0.877799439
